mecena_nif_nipc,data,valor_transacao,tipo_donativo,anonimo,url_comprovativo,estado,id_doacao
587225180,2023-01-16 16:54:09,32383.49,ESPECIE,1,https://comprovativos.mecenas.pt/587225180-793740.pdf,ACEITE,67
953559488,2024-02-06 16:54:09,2389.23,NUMERARIO,0,https://comprovativos.mecenas.pt/953559488-994745.pdf,REJEITADO,68
932299475,2023-09-16 16:54:09,49766.64,ESPECIE,1,https://comprovativos.mecenas.pt/932299475-855485.pdf,REJEITADO,69
904676742,2025-01-01 16:54:09,24445.08,NUMERARIO,0,https://comprovativos.mecenas.pt/904676742-913198.pdf,REJEITADO,70
920899594,2025-01-17 16:54:09,48761.4,ESPECIE,1,https://comprovativos.mecenas.pt/920899594-000684.pdf,PENDENTE,71
932299475,2021-08-26 16:54:09,16603.32,ESPECIE,0,https://comprovativos.mecenas.pt/932299475-060836.pdf,PENDENTE,72
556688786,2021-10-11 16:54:09,18336.22,NUMERARIO,1,https://comprovativos.mecenas.pt/556688786-048886.pdf,PENDENTE,73
998222235,2025-12-17 16:54:09,307.16,NUMERARIO,0,https://comprovativos.mecenas.pt/998222235-515253.pdf,PENDENTE,74
989935239,2021-05-18 16:54:09,18575.06,ESPECIE,0,https://comprovativos.mecenas.pt/989935239-167560.pdf,REJEITADO,75
984029749,2024-08-10 16:54:09,30065.43,ESPECIE,1,https://comprovativos.mecenas.pt/984029749-773225.pdf,PENDENTE,76
998222235,2021-11-28 16:54:09,10617.5,ESPECIE,1,https://comprovativos.mecenas.pt/998222235-945049.pdf,REJEITADO,77
960775905,2024-11-22 16:54:09,46141.21,ESPECIE,0,https://comprovativos.mecenas.pt/960775905-448089.pdf,PENDENTE,78
989935239,2021-11-13 16:54:09,29788.35,NUMERARIO,0,https://comprovativos.mecenas.pt/989935239-992953.pdf,PENDENTE,79
929946375,2022-07-28 16:54:09,25119.95,NUMERARIO,0,https://comprovativos.mecenas.pt/929946375-021303.pdf,REJEITADO,80
597776249,2024-10-08 16:54:09,49883.85,ESPECIE,0,https://comprovativos.mecenas.pt/597776249-945470.pdf,PENDENTE,81
904676742,2025-04-23 16:54:09,24376.1,ESPECIE,1,https://comprovativos.mecenas.pt/904676742-480671.pdf,REJEITADO,82
904682233,2023-09-09 16:54:09,40028.19,ESPECIE,0,https://comprovativos.mecenas.pt/904682233-759622.pdf,ACEITE,83
556313597,2023-10-18 16:54:09,8271.73,ESPECIE,1,https://comprovativos.mecenas.pt/556313597-965628.pdf,ACEITE,84
519188567,2023-12-23 16:54:09,42222.81,NUMERARIO,0,https://comprovativos.mecenas.pt/519188567-538549.pdf,ACEITE,85
989935239,2026-04-14 16:54:09,13863.12,NUMERARIO,1,https://comprovativos.mecenas.pt/989935239-735839.pdf,ACEITE,86
513982860,2024-12-18 16:54:09,34785.73,NUMERARIO,1,https://comprovativos.mecenas.pt/513982860-520998.pdf,ACEITE,87
932299475,2025-05-11 16:54:09,28806.03,ESPECIE,0,https://comprovativos.mecenas.pt/932299475-558369.pdf,PENDENTE,88
985126490,2024-11-27 16:54:09,32593.53,NUMERARIO,1,https://comprovativos.mecenas.pt/985126490-136201.pdf,REJEITADO,89
929946375,2024-06-23 16:54:09,10858.19,NUMERARIO,0,https://comprovativos.mecenas.pt/929946375-608587.pdf,REJEITADO,90
527944746,2024-05-12 16:54:09,8109.15,ESPECIE,1,https://comprovativos.mecenas.pt/527944746-786941.pdf,REJEITADO,91
575575001,2022-07-21 16:54:09,5579.02,ESPECIE,0,https://comprovativos.mecenas.pt/575575001-895878.pdf,PENDENTE,92
527944746,2023-12-15 16:54:09,31924.79,ESPECIE,1,https://comprovativos.mecenas.pt/527944746-964797.pdf,PENDENTE,93
929946375,2024-11-18 16:54:09,2120.21,NUMERARIO,1,https://comprovativos.mecenas.pt/929946375-774934.pdf,REJEITADO,94
968073021,2025-11-21 16:54:09,9633.95,NUMERARIO,0,https://comprovativos.mecenas.pt/968073021-959547.pdf,ACEITE,95
252864909,2022-01-27 16:54:09,3616.97,ESPECIE,1,https://comprovativos.mecenas.pt/252864909-359003.pdf,PENDENTE,96
974799174,2024-09-06 16:54:09,27803.11,NUMERARIO,0,https://comprovativos.mecenas.pt/974799174-263160.pdf,ACEITE,97
929946375,2023-02-23 16:54:09,14042.72,NUMERARIO,0,https://comprovativos.mecenas.pt/929946375-675833.pdf,REJEITADO,98
513982860,2021-08-31 16:54:09,39956.7,ESPECIE,0,https://comprovativos.mecenas.pt/513982860-738633.pdf,REJEITADO,99
529893849,2023-07-11 16:54:09,47183.18,NUMERARIO,1,https://comprovativos.mecenas.pt/529893849-246411.pdf,ACEITE,100
931408267,2026-03-18 16:54:09,25095.47,ESPECIE,0,https://comprovativos.mecenas.pt/931408267-571563.pdf,PENDENTE,101
556688786,2025-12-18 16:54:09,39200.54,NUMERARIO,0,https://comprovativos.mecenas.pt/556688786-237548.pdf,REJEITADO,102
252864909,2021-08-10 16:54:09,38524.55,ESPECIE,0,https://comprovativos.mecenas.pt/252864909-171328.pdf,ACEITE,103
952368467,2022-07-16 16:54:09,13143.38,ESPECIE,1,https://comprovativos.mecenas.pt/952368467-968677.pdf,PENDENTE,104
529893849,2021-10-09 16:54:09,38485.56,NUMERARIO,0,https://comprovativos.mecenas.pt/529893849-424861.pdf,PENDENTE,105
556313597,2022-02-24 16:54:09,18234.83,NUMERARIO,1,https://comprovativos.mecenas.pt/556313597-795099.pdf,ACEITE,106
550242459,2022-10-27 16:54:09,30963.38,ESPECIE,0,https://comprovativos.mecenas.pt/550242459-782002.pdf,ACEITE,107
965841049,2023-10-05 16:54:09,33082.6,NUMERARIO,0,https://comprovativos.mecenas.pt/965841049-726981.pdf,PENDENTE,108
972638313,2021-05-07 16:54:09,23325.5,ESPECIE,0,https://comprovativos.mecenas.pt/972638313-407336.pdf,PENDENTE,109
920899594,2025-12-14 16:54:09,9856.15,ESPECIE,0,https://comprovativos.mecenas.pt/920899594-685830.pdf,REJEITADO,110
984029749,2024-05-13 16:54:09,48321.81,ESPECIE,0,https://comprovativos.mecenas.pt/984029749-512944.pdf,PENDENTE,111
938138170,2023-12-10 16:54:09,27168.29,NUMERARIO,1,https://comprovativos.mecenas.pt/938138170-471254.pdf,REJEITADO,112
903874458,2023-11-04 16:54:09,13163.48,NUMERARIO,1,https://comprovativos.mecenas.pt/903874458-783769.pdf,ACEITE,113
953559488,2023-10-24 16:54:09,15441.76,ESPECIE,0,https://comprovativos.mecenas.pt/953559488-195466.pdf,PENDENTE,114
938138170,2024-07-21 16:54:09,13737.15,ESPECIE,0,https://comprovativos.mecenas.pt/938138170-687184.pdf,REJEITADO,115
527944746,2023-04-12 16:54:09,260.86,ESPECIE,0,https://comprovativos.mecenas.pt/527944746-888671.pdf,REJEITADO,116
998222235,2024-08-04 16:54:09,25627.43,ESPECIE,1,https://comprovativos.mecenas.pt/998222235-465169.pdf,ACEITE,117
587225180,2024-05-01 16:54:09,40516.94,ESPECIE,0,https://comprovativos.mecenas.pt/587225180-841941.pdf,PENDENTE,118
960775905,2023-03-07 16:54:09,40853.11,NUMERARIO,1,https://comprovativos.mecenas.pt/960775905-244097.pdf,PENDENTE,119
931408267,2025-01-09 16:54:09,32686.25,ESPECIE,0,https://comprovativos.mecenas.pt/931408267-688496.pdf,PENDENTE,120
910673130,2023-12-16 16:54:09,12808.67,ESPECIE,1,https://comprovativos.mecenas.pt/910673130-360563.pdf,REJEITADO,121
998222235,2023-07-11 16:54:09,14490.03,NUMERARIO,0,https://comprovativos.mecenas.pt/998222235-475485.pdf,REJEITADO,122
903874458,2022-07-12 16:54:09,29000.76,NUMERARIO,0,https://comprovativos.mecenas.pt/903874458-800926.pdf,ACEITE,123
252864909,2025-05-20 16:54:09,25510.47,NUMERARIO,0,https://comprovativos.mecenas.pt/252864909-096258.pdf,REJEITADO,124
911605592,2026-03-21 16:54:09,48747.23,NUMERARIO,0,https://comprovativos.mecenas.pt/911605592-160875.pdf,REJEITADO,125
984029749,2022-05-18 16:54:09,44532.88,NUMERARIO,0,https://comprovativos.mecenas.pt/984029749-857423.pdf,ACEITE,126
931408267,2023-07-23 16:54:09,9644.45,ESPECIE,0,https://comprovativos.mecenas.pt/931408267-405997.pdf,REJEITADO,127
974799174,2024-06-25 16:54:09,20603.57,NUMERARIO,1,https://comprovativos.mecenas.pt/974799174-130157.pdf,REJEITADO,128
581627422,2025-10-31 16:54:09,12096.54,NUMERARIO,0,https://comprovativos.mecenas.pt/581627422-356776.pdf,PENDENTE,129
529893849,2023-01-25 16:54:09,8371.46,ESPECIE,1,https://comprovativos.mecenas.pt/529893849-140702.pdf,REJEITADO,130
984029749,2021-09-27 16:54:09,20358.63,ESPECIE,1,https://comprovativos.mecenas.pt/984029749-068012.pdf,REJEITADO,131
985126490,2021-06-14 16:54:09,42312.58,ESPECIE,0,https://comprovativos.mecenas.pt/985126490-099579.pdf,PENDENTE,132
529893849,2024-06-26 16:54:09,32564.36,NUMERARIO,1,https://comprovativos.mecenas.pt/529893849-257311.pdf,REJEITADO,133
575575001,2023-12-10 16:54:09,35639.22,ESPECIE,0,https://comprovativos.mecenas.pt/575575001-599274.pdf,PENDENTE,134
971802510,2024-07-16 16:54:09,11796.59,NUMERARIO,0,https://comprovativos.mecenas.pt/971802510-702386.pdf,REJEITADO,135
989935239,2021-07-19 16:54:09,40346.29,ESPECIE,1,https://comprovativos.mecenas.pt/989935239-393944.pdf,ACEITE,136
984029749,2021-10-03 16:54:09,44069.3,NUMERARIO,1,https://comprovativos.mecenas.pt/984029749-439592.pdf,PENDENTE,137
513982860,2022-12-01 16:54:09,47999.48,NUMERARIO,1,https://comprovativos.mecenas.pt/513982860-711222.pdf,ACEITE,138
985126490,2022-10-01 16:54:09,15092.88,ESPECIE,1,https://comprovativos.mecenas.pt/985126490-509577.pdf,PENDENTE,139
966225937,2024-02-28 16:54:09,4681.49,ESPECIE,1,https://comprovativos.mecenas.pt/966225937-214754.pdf,ACEITE,140
556688786,2025-09-17 16:54:09,27867.24,NUMERARIO,1,https://comprovativos.mecenas.pt/556688786-999617.pdf,REJEITADO,141
953559488,2022-12-19 16:54:09,22255.13,NUMERARIO,0,https://comprovativos.mecenas.pt/953559488-041134.pdf,ACEITE,142
570457905,2022-11-04 16:54:09,4449.87,ESPECIE,1,https://comprovativos.mecenas.pt/570457905-740813.pdf,ACEITE,143
938138170,2023-06-28 16:54:09,4004.72,ESPECIE,0,https://comprovativos.mecenas.pt/938138170-727151.pdf,PENDENTE,144
526116617,2024-11-11 16:54:09,46885.56,ESPECIE,0,https://comprovativos.mecenas.pt/526116617-217994.pdf,REJEITADO,145
597776249,2021-11-12 16:54:09,3741.69,ESPECIE,0,https://comprovativos.mecenas.pt/597776249-871875.pdf,REJEITADO,146
974799174,2024-03-31 16:54:09,19915.15,ESPECIE,0,https://comprovativos.mecenas.pt/974799174-511399.pdf,REJEITADO,147
581627422,2026-01-29 16:54:09,30616.13,ESPECIE,1,https://comprovativos.mecenas.pt/581627422-389979.pdf,REJEITADO,148
989935239,2025-12-01 16:54:09,46628.49,NUMERARIO,1,https://comprovativos.mecenas.pt/989935239-812497.pdf,ACEITE,149
931408267,2023-07-02 16:54:09,45038.93,NUMERARIO,0,https://comprovativos.mecenas.pt/931408267-648389.pdf,REJEITADO,150
550242459,2022-09-19 16:54:09,4691.74,ESPECIE,0,https://comprovativos.mecenas.pt/550242459-580147.pdf,REJEITADO,151
986562587,2024-03-28 16:54:09,15589.35,NUMERARIO,0,https://comprovativos.mecenas.pt/986562587-718996.pdf,ACEITE,152
968073021,2023-06-08 16:54:09,14317.04,ESPECIE,0,https://comprovativos.mecenas.pt/968073021-340270.pdf,PENDENTE,153
550242459,2024-05-14 16:54:09,45385.35,ESPECIE,1,https://comprovativos.mecenas.pt/550242459-907046.pdf,ACEITE,154
575575001,2023-11-21 16:54:09,7674.21,ESPECIE,0,https://comprovativos.mecenas.pt/575575001-514465.pdf,ACEITE,155
932299475,2023-10-28 16:54:09,27798.62,ESPECIE,1,https://comprovativos.mecenas.pt/932299475-347795.pdf,PENDENTE,156
519188567,2025-03-02 16:54:09,710.97,ESPECIE,1,https://comprovativos.mecenas.pt/519188567-303097.pdf,PENDENTE,157
952368467,2023-10-07 16:54:09,24253.89,NUMERARIO,0,https://comprovativos.mecenas.pt/952368467-470462.pdf,REJEITADO,158
598195146,2022-07-16 16:54:09,31723.23,ESPECIE,1,https://comprovativos.mecenas.pt/598195146-246603.pdf,PENDENTE,159
974799174,2022-09-24 16:54:09,20115.23,ESPECIE,0,https://comprovativos.mecenas.pt/974799174-869174.pdf,ACEITE,160
972638313,2025-07-23 16:54:09,7631.28,ESPECIE,1,https://comprovativos.mecenas.pt/972638313-449777.pdf,PENDENTE,161
971802510,2023-04-11 16:54:09,12861.27,NUMERARIO,0,https://comprovativos.mecenas.pt/971802510-975886.pdf,PENDENTE,162
165206174,2023-10-27 16:54:09,441.29,NUMERARIO,0,https://comprovativos.mecenas.pt/165206174-463187.pdf,PENDENTE,163
910673130,2022-03-05 16:54:09,10157.97,ESPECIE,0,https://comprovativos.mecenas.pt/910673130-259159.pdf,PENDENTE,164
904676742,2023-09-06 16:54:09,35247.35,ESPECIE,1,https://comprovativos.mecenas.pt/904676742-733740.pdf,ACEITE,165
932299475,2024-02-20 16:54:09,27173.12,NUMERARIO,0,https://comprovativos.mecenas.pt/932299475-360137.pdf,ACEITE,166
526116617,2025-08-02 16:54:09,48496.93,NUMERARIO,0,https://comprovativos.mecenas.pt/526116617-876983.pdf,PENDENTE,167
574092361,2025-03-29 16:54:09,2500.92,ESPECIE,0,https://comprovativos.mecenas.pt/574092361-826158.pdf,ACEITE,168
527944746,2021-09-02 16:54:09,43335.4,ESPECIE,0,https://comprovativos.mecenas.pt/527944746-824081.pdf,PENDENTE,169
965841049,2023-01-30 16:54:09,27915.98,ESPECIE,0,https://comprovativos.mecenas.pt/965841049-317276.pdf,REJEITADO,170
165206174,2021-10-28 16:54:09,1968.33,ESPECIE,0,https://comprovativos.mecenas.pt/165206174-637216.pdf,REJEITADO,171
934463833,2025-04-29 16:54:09,16102.36,ESPECIE,1,https://comprovativos.mecenas.pt/934463833-157541.pdf,ACEITE,172
986562587,2021-12-15 16:54:09,11124.91,ESPECIE,0,https://comprovativos.mecenas.pt/986562587-165648.pdf,REJEITADO,173
575575001,2021-10-30 16:54:09,20728.32,ESPECIE,0,https://comprovativos.mecenas.pt/575575001-315837.pdf,PENDENTE,174
536930342,2024-06-02 16:54:09,16305.4,ESPECIE,1,https://comprovativos.mecenas.pt/536930342-889340.pdf,REJEITADO,175
968073021,2022-10-21 16:54:09,48160.54,NUMERARIO,0,https://comprovativos.mecenas.pt/968073021-610994.pdf,PENDENTE,176
519188567,2026-01-19 16:54:09,49496.43,NUMERARIO,1,https://comprovativos.mecenas.pt/519188567-869566.pdf,REJEITADO,177
985126490,2023-11-05 16:54:09,45739.85,ESPECIE,1,https://comprovativos.mecenas.pt/985126490-053505.pdf,REJEITADO,178
597827469,2024-05-23 16:54:09,11963.23,ESPECIE,0,https://comprovativos.mecenas.pt/597827469-281013.pdf,REJEITADO,179
556688786,2022-11-14 16:54:09,2193.05,ESPECIE,1,https://comprovativos.mecenas.pt/556688786-186350.pdf,ACEITE,180
985126490,2021-12-03 16:54:09,30806.9,ESPECIE,1,https://comprovativos.mecenas.pt/985126490-806130.pdf,PENDENTE,181
998222235,2025-01-23 16:54:09,3855.19,NUMERARIO,1,https://comprovativos.mecenas.pt/998222235-188800.pdf,REJEITADO,182
526116617,2025-01-30 16:54:09,28472.98,ESPECIE,0,https://comprovativos.mecenas.pt/526116617-676910.pdf,REJEITADO,183
929946375,2024-02-16 16:54:09,11980.27,NUMERARIO,0,https://comprovativos.mecenas.pt/929946375-375529.pdf,REJEITADO,184
587225180,2022-08-26 16:54:09,662.72,NUMERARIO,1,https://comprovativos.mecenas.pt/587225180-970124.pdf,PENDENTE,185
141803457,2021-05-31 16:54:09,28852.1,NUMERARIO,1,https://comprovativos.mecenas.pt/141803457-779966.pdf,ACEITE,186
911605592,2021-09-09 16:54:09,20503.82,ESPECIE,0,https://comprovativos.mecenas.pt/911605592-274196.pdf,PENDENTE,187
574092361,2025-06-26 16:54:09,24978.3,ESPECIE,1,https://comprovativos.mecenas.pt/574092361-427604.pdf,ACEITE,188
989935239,2024-04-20 16:54:09,37698.78,ESPECIE,1,https://comprovativos.mecenas.pt/989935239-009873.pdf,REJEITADO,189
903874458,2022-07-15 16:54:09,1633.94,NUMERARIO,0,https://comprovativos.mecenas.pt/903874458-378594.pdf,REJEITADO,190
903874458,2025-11-19 16:54:09,8737.95,ESPECIE,0,https://comprovativos.mecenas.pt/903874458-668872.pdf,REJEITADO,191
575575001,2021-12-25 16:54:09,4243.67,NUMERARIO,0,https://comprovativos.mecenas.pt/575575001-916552.pdf,ACEITE,192
985126490,2023-10-11 16:54:09,35211.69,ESPECIE,1,https://comprovativos.mecenas.pt/985126490-286131.pdf,PENDENTE,193
934463833,2025-05-10 16:54:09,35417.75,NUMERARIO,0,https://comprovativos.mecenas.pt/934463833-039052.pdf,PENDENTE,194
929946375,2022-01-06 16:54:09,19491.79,ESPECIE,0,https://comprovativos.mecenas.pt/929946375-939838.pdf,PENDENTE,195
931408267,2023-02-24 16:54:09,49071.86,NUMERARIO,0,https://comprovativos.mecenas.pt/931408267-468607.pdf,REJEITADO,196
529893849,2025-02-08 16:54:09,41273.96,NUMERARIO,0,https://comprovativos.mecenas.pt/529893849-183745.pdf,PENDENTE,197
953559488,2025-08-14 16:54:09,35045.7,ESPECIE,1,https://comprovativos.mecenas.pt/953559488-838491.pdf,REJEITADO,198
938138170,2023-08-24 16:54:09,10376.15,ESPECIE,0,https://comprovativos.mecenas.pt/938138170-506800.pdf,PENDENTE,199
966225937,2021-11-07 16:54:09,11106.25,NUMERARIO,0,https://comprovativos.mecenas.pt/966225937-484614.pdf,REJEITADO,200
